name,email,dob,gender,contact,address,religion,community,minorityStatus,residentialStatus,admissionQuota,country,course,department,yearOfAdmission,Semester 1,Semester 2,Semester 3,Semester 4,Semester 5,Semester 6,Semester 7,Semester 8
Christopher Perez,katelynvillanueva@yahoo.com,2005-07-02,Female,9345593057,"5604 Anderson Wall Apt. 983, New Joshuaview, ME 21859",Muslim,SC,Non-Minority,Hosteller,Government,Domestic,B.E,Information Technology,2024,A,O,C,O,B,A,B,A+
Matthew Higgins,moorerick@gmail.com,2002-10-31,Male,5262628700,"3220 Hatfield Points Apt. 463, Wrightburgh, VT 84713",Sikh,ST,Minority,Day Scholar,Government,International,B.E,Mechanical Engineering,2020,C,,A+,B+,A+,B+,C,A+
Kelli Porter,brittanydixon@henderson-avila.com,2007-07-22,Female,0307059912,"50526 Peters Dam Suite 657, Maryland, NV 85076",Hindu,OBC,Non-Minority,Hosteller,7.5 Reservation,International,B.E,Artificial Intelligence,2024,B+,C,B+,C,A+,,O,O
Sally Haas,shawkrista@wilson.com,2000-12-30,Male,7296436279,"220 Antonio Neck, Kramerview, VA 29236",Muslim,BC,Minority,Day Scholar,Management,International,B.E,Information Technology,2021,B,C,C,,B,O,B,B+
Gordon Galloway,jpadilla@bell.com,2000-08-21,Female,9784146221,"64346 Dana Groves Apt. 816, Cindyhaven, WI 52235",Hindu,ST,Non-Minority,Day Scholar,Sports,Domestic,B.Tech,Biotechnology,2022,A,O,B+,B,C,A,A+,A
William Hughes,watkinsamy@green-herrera.com,2000-09-14,Female,1036896141,"42717 Norma Point Apt. 593, Melissastad, ND 73340",Christian,BC,Non-Minority,Day Scholar,Government,International,B.E,Computer Science,2023,A+,C,,B,B,B+,B+,
Alexis Goodwin,rhonda31@gmail.com,2001-03-30,Female,6462854126,"27054 Davis Locks Suite 775, East Reginald, AK 80691",Sikh,SC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Mechanical Engineering,2024,O,B,A,B,B+,,A+,O
Brittany Lopez,williamschristopher@cook.com,2001-03-21,Male,0141156847,"USNS Garcia, FPO AA 92993",Sikh,SC,Non-Minority,Hosteller,7.5 Reservation,International,B.E,Information Science and Engineering,2020,C,A+,A,B+,A,B+,A,A+
Brittney Lambert,julie78@sims-holden.com,2006-04-01,Female,2534569111,"52139 Beltran Run, Melissaview, WV 97702",Sikh,ST,Minority,Day Scholar,7.5 Reservation,International,B.E,Fashion Technology,2020,A,B+,B,O,B+,,,B
Lindsay Harmon,clewis@collins.org,2005-05-02,Female,1393618182,"6124 Jessica Gateway, North Jacobmouth, KY 25866",Hindu,BC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Fashion Technology,2022,O,A,,O,A,A,A+,B
Diana Douglas,thomasandersen@hotmail.com,2001-02-02,Male,7358132450,"296 Michelle Plains Suite 845, Boydfort, DE 24304",Christian,ST,Non-Minority,Hosteller,Management,International,B.Tech,Information Science and Engineering,2023,,B,O,A+,A,B,,B
Dr. Jill Hayes,kevinatkinson@yahoo.com,2001-05-09,Female,5738311969,"47291 Thompson Pines Suite 715, Michaelchester, ME 14122",Jain,SC,Minority,Day Scholar,Management,Domestic,B.Tech,Electrical Engineering,2021,A,O,B,,,C,A+,B
Patrick Hill,sydneyrobinson@bowers-harris.info,2000-07-14,Male,2054695971,"430 Jonathan Inlet Apt. 978, Martinborough, MI 73583",Hindu,ST,Non-Minority,Day Scholar,Sports,Domestic,B.Tech,Mechanical Engineering,2022,C,B,C,C,C,A+,B,C
Edward Brown,lopezsonya@yahoo.com,2004-06-23,Female,7137465759,"48772 Wood Dam Suite 995, New Edwardmouth, OK 42950",Hindu,MBC,Minority,Day Scholar,Sports,Domestic,B.Tech,Information Science and Engineering,2023,O,C,B,B+,A+,B,A,C
Katie Bowers,qcole@hotmail.com,2007-09-26,Female,3083031551,"682 Michael Extension, Brendaville, NE 23518",Christian,ST,Minority,Day Scholar,Management,International,B.Tech,Fashion Technology,2022,,A,O,B+,O,B,B,O
Teresa Lawrence,walkermelissa@gmail.com,2002-06-28,Male,3986294767,"036 Gibson Lock, New Jaclynport, IN 81888",Christian,SC,Minority,Hosteller,Government,Domestic,B.E,Mechanical Engineering,2022,C,C,B+,O,A,A+,A,B
Christina Drake,richmelissa@hartman.com,2007-05-30,Female,3266618289,"60145 Nicole Fall Apt. 095, Port Johnbury, MS 93978",Christian,BC,Non-Minority,Day Scholar,7.5 Reservation,International,B.Tech,Biotechnology,2022,B+,,B+,A+,B+,B+,B,B+
David Parsons DDS,stephenwiggins@gmail.com,2007-08-07,Male,7408746830,"PSC 7903, Box 7473, APO AE 05612",Hindu,ST,Non-Minority,Day Scholar,Government,International,B.E,Fashion Technology,2024,O,O,O,C,A,B,A+,A
Douglas Ross,haaslisa@gmail.com,2003-02-21,Female,9838009021,"813 Janet View Apt. 207, South Meganhaven, NM 50004",Sikh,MBC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.E,Fashion Technology,2020,A,,A,B,C,O,O,A+
Angela Williams,yreynolds@johnson.com,2005-06-23,Female,7386776590,"9476 Hansen Knoll Suite 172, Wernerbury, WV 85405",Jain,BC,Non-Minority,Day Scholar,Government,International,B.E,Information Technology,2022,B+,C,,O,B+,O,A+,B
Frank Williams,mary64@whitaker.com,2007-11-24,Female,6438481635,"5097 Berry Dam, West Oscarbury, PA 77807",Jain,BC,Minority,Hosteller,Government,International,B.Tech,Artificial Intelligence,2021,C,C,A,B,A,B,,
James Larson,jsloan@hall.com,2003-12-21,Male,2466949717,"14412 Lisa Village Suite 540, New Stacy, AZ 74980",Jain,MBC,Non-Minority,Hosteller,Management,International,B.E,Information Technology,2020,C,B+,B+,A+,,B+,B,B+
William Allen,travisrebecca@anderson.com,2003-08-08,Male,8229049796,"5653 Jason Shoals, East Stephanie, CO 80673",Sikh,ST,Non-Minority,Hosteller,Sports,International,B.Tech,AIML,2021,B+,,C,B+,C,B+,A,B+
John Richmond,amckinney@young.info,2004-09-21,Female,3864899798,"484 Jones Passage Suite 697, Kristineport, NV 84555",Christian,OBC,Minority,Day Scholar,Sports,Domestic,B.Tech,Biotechnology,2023,,C,B,B,B+,B+,O,A
George Odonnell,mezacharles@cunningham.com,2005-07-25,Female,4799432660,"79561 Jenkins Village Apt. 864, Hamiltonville, ME 34350",Muslim,ST,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Information Technology,2024,O,B+,B+,B,O,B+,A,O
Kevin Harris,vbarrett@peterson-blackburn.com,2008-01-23,Male,2818831381,"1536 Vargas Glen Apt. 932, East Jesse, DC 13400",Jain,MBC,Minority,Hosteller,Sports,Domestic,B.Tech,AIML,2021,A,B+,C,B,A+,O,B+,B
Jason Brewer,josepowell@mcconnell.biz,2002-11-21,Male,6694958979,"84437 West Oval, East Fernandoland, OH 46717",Muslim,OBC,Non-Minority,Day Scholar,Management,International,B.Tech,Mechanical Engineering,2024,A,,B,B+,B,B,A+,A+
Thomas Bauer,thomas56@harrell-perez.com,2001-03-13,Male,4442278077,"05483 Jeffrey Crest Suite 593, East Maureenborough, MI 66099",Christian,OBC,Minority,Day Scholar,Government,Domestic,B.Tech,Food Technology,2021,,B+,,B,,B+,C,O
Charles Vega,karennash@gray.com,2000-10-08,Female,4740912074,"823 Chen Plain Suite 960, East Richardville, WY 62129",Hindu,SC,Non-Minority,Day Scholar,Sports,Domestic,B.E,AIML,2022,A+,C,A+,B+,C,A+,A,C
William Lambert,gillmichelle@peterson.net,2004-08-02,Male,6584120405,"2395 Garcia Stream, Curtisview, WI 08913",Sikh,BC,Minority,Day Scholar,Management,Domestic,B.E,Information Science and Engineering,2023,A,A+,B,B+,B,B+,A,
Gary Welch,christopher10@jones.com,2007-01-01,Male,6387214205,"44893 Thomas Trail, Lisaville, GA 21308",Sikh,SC,Minority,Hosteller,Management,International,B.Tech,Computer Science,2024,A+,,C,A+,C,A,B,B
Mrs. Stacey Graham MD,lhampton@watson-harris.com,2001-06-07,Female,6250062027,"2964 Jones Way, Lake Brittanyburgh, VA 79813",Jain,OBC,Minority,Hosteller,Sports,International,B.E,Fashion Technology,2024,A+,B,,O,O,C,O,O
Jonathan Johnson,michael29@reyes.info,2002-01-17,Female,8386878601,"501 Acosta Mission Apt. 803, New Matthew, OK 16389",Sikh,SC,Minority,Day Scholar,7.5 Reservation,Domestic,B.E,Artificial Intelligence,2022,C,,A,O,,A+,C,C
Derek Jackson,welchmakayla@yahoo.com,2000-04-25,Female,3821134876,"3059 English Brook Suite 369, North Samuelside, SD 80533",Jain,SC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.E,Fashion Technology,2024,A+,B+,A,A,B+,A,A+,B
Amanda Roberts,mellis@gmail.com,2001-01-19,Female,9204474977,"9861 Sean Neck Apt. 524, Bridgetfort, LA 23295",Christian,SC,Non-Minority,Hosteller,Sports,Domestic,B.E,Food Technology,2023,C,A,A,,O,O,,O
Angela Randall,davismichael@gmail.com,2006-08-08,Male,8645080537,"206 Joseph Light, East Austin, ND 24751",Christian,ST,Minority,Day Scholar,Government,Domestic,B.E,Mechanical Engineering,2021,O,A+,B,O,A+,O,B+,A
Kathryn Curry,james81@richards.info,2004-12-26,Male,6623111654,"063 Phillips Extensions Suite 477, West Staceymouth, VA 35217",Muslim,OBC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Artificial Intelligence,2020,B,B,B+,C,O,B,C,A+
Andrew Williams,xferguson@hotmail.com,2006-10-04,Male,6721962303,"9747 Burch Crossing Suite 022, Michaelburgh, DE 27930",Jain,SC,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Electrical Engineering,2021,C,,A+,C,B+,A,B+,A
Jeffrey Owens,michael97@smith.biz,2003-09-28,Male,0710916877,"453 Charles Junctions, New Douglas, CA 21308",Sikh,OBC,Minority,Day Scholar,Sports,International,B.Tech,Mechanical Engineering,2020,B,,A+,A+,C,,B,A+
Sherri Dean,christina32@yahoo.com,2005-11-26,Female,2711311832,"PSC 4932, Box 0971, APO AP 88572",Sikh,SC,Non-Minority,Hosteller,Sports,Domestic,B.E,Mechanical Engineering,2021,A,A,A,C,B,,O,B+
Heather Baker,sthornton@yahoo.com,2005-11-14,Male,5011422563,"Unit 8128 Box 2541, DPO AA 12272",Christian,BC,Minority,Hosteller,Sports,Domestic,B.Tech,Food Technology,2020,B,A+,,O,C,B+,C,O
Melissa Mcbride,josephmelanie@gmail.com,2005-06-16,Female,5507522099,"0662 Allen Camp Apt. 980, Port Linda, MO 24555",Sikh,MBC,Minority,Day Scholar,Sports,International,B.E,Food Technology,2023,C,O,B,C,B,C,A+,B+
Ashley Foster,donaldsonangie@hotmail.com,2000-04-24,Female,0121523166,"615 Kelly Port Apt. 442, Leestad, CT 51689",Sikh,MBC,Non-Minority,Day Scholar,Sports,Domestic,B.Tech,Electrical Engineering,2022,B+,B,C,C,B,,A,A+
Joshua Cox,austincallahan@browning.net,2004-01-23,Female,8897907691,"536 Hansen Circle Suite 448, New Ryan, GA 49150",Jain,OBC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Food Technology,2023,B,,B,A,,B+,B+,A+
Corey Middleton,jonespatricia@krueger.org,2006-10-12,Male,4853489456,"79352 Wilson Curve, East Deanstad, ME 09286",Muslim,SC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Biotechnology,2020,A+,C,,A+,C,A,O,O
Glen Webb,brownmatthew@yahoo.com,2004-07-30,Male,0879518064,"423 Scott Creek, Davishaven, CO 99325",Sikh,BC,Non-Minority,Day Scholar,Sports,Domestic,B.Tech,Information Technology,2020,,B,O,C,A+,C,,B+
Diane Harris,plyons@hotmail.com,1999-12-14,Male,5941286894,"14797 Kennedy Ferry Apt. 052, New Taylor, SC 97984",Muslim,SC,Minority,Hosteller,7.5 Reservation,Domestic,B.E,Artificial Intelligence,2021,A,B,C,A,B,C,O,B
Justin Butler,codycardenas@gmail.com,2007-03-07,Female,8598495009,"2276 Benitez Stream, Sherrishire, CA 79025",Christian,OBC,Minority,Day Scholar,Government,Domestic,B.Tech,Artificial Intelligence,2024,O,B+,,,C,A,B+,B
Marc Gray,rachelsimpson@pollard.com,2006-07-27,Male,9377675628,"6074 Norman Shoal, Laurentown, NY 04077",Hindu,SC,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Information Science and Engineering,2023,A,,,C,O,B+,C,A
Gregory Ford,kweber@morris.com,1999-12-09,Male,3428331380,"89016 Jessica Path Suite 028, Garciastad, MS 36813",Sikh,ST,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Biotechnology,2020,O,A+,B+,B,,C,C,A+
Anna White,walkerscott@yahoo.com,2005-06-05,Female,3240621356,"PSC 3818, Box 3404, APO AP 84634",Jain,BC,Non-Minority,Hosteller,7.5 Reservation,International,B.Tech,Computer Science,2022,A+,A,B+,C,A,B,B+,A+
Ronald Martin,williamrichard@evans.com,2002-12-22,Female,8184548836,"407 Smith Forge Suite 544, North Paul, CO 20347",Christian,ST,Minority,Hosteller,Sports,Domestic,B.E,Artificial Intelligence,2021,A,B,,O,C,,B,A+
James Newman,tranfrancisco@gmail.com,2008-04-18,Male,1526707305,"1270 Michael Extension Suite 033, Lake Tracy, MT 33592",Muslim,ST,Non-Minority,Hosteller,Government,International,B.E,Information Science and Engineering,2021,O,B+,,A,B,A+,C,A+
Jason Ayala,guzmankenneth@wilson.net,2005-11-09,Female,3160395185,"737 Daniel Loaf Apt. 178, Lake Brianborough, TX 94854",Sikh,MBC,Minority,Day Scholar,7.5 Reservation,International,B.E,Artificial Intelligence,2023,O,A+,C,A+,O,B+,C,O
Paula Macdonald,lsmith@gmail.com,1999-07-14,Female,6682959145,"599 Wright Common Apt. 008, Ronaldton, WY 14150",Muslim,BC,Minority,Day Scholar,Sports,Domestic,B.Tech,Electrical Engineering,2022,B+,B+,C,A+,C,A+,C,A
Jill Jacobs,lisa41@hotmail.com,2004-09-19,Female,2454732953,"2542 Serrano Square Suite 709, Joeltown, IA 98128",Christian,BC,Non-Minority,Day Scholar,7.5 Reservation,International,B.E,Information Science and Engineering,2024,A,A+,O,O,O,B+,B+,A+
Patricia Mcmahon,sharper@fisher-stewart.com,2001-10-16,Female,7357535085,"006 Medina Burg Apt. 228, New Thomas, SC 96223",Muslim,MBC,Minority,Day Scholar,Government,International,B.Tech,Food Technology,2021,A+,A+,O,B,A+,A,A,C
Timothy Payne,elizabethmaldonado@ayala.biz,2005-04-14,Female,1101457289,"271 Keller Street Apt. 796, Conniestad, WA 96621",Sikh,ST,Non-Minority,Day Scholar,Management,Domestic,B.E,Artificial Intelligence,2023,C,B,B+,,C,A,A,B+
Michael Smith,daniel47@yahoo.com,2004-01-11,Male,0849783258,"80088 Erika Village Suite 981, Port Cynthia, CO 93346",Jain,OBC,Non-Minority,Hosteller,Management,Domestic,B.E,Artificial Intelligence,2024,O,B,B+,A+,C,C,B,A+
Sarah Coleman,adrian04@williams.org,2008-02-08,Male,4196649491,"14225 Ramirez Estates Suite 454, Melissamouth, NH 11507",Sikh,OBC,Minority,Day Scholar,Management,International,B.E,Fashion Technology,2020,O,A,,B,,A,O,A+
Joan Hendricks,dennis60@marshall.org,2003-05-15,Male,0573858659,"302 Antonio Ferry, Courtneyhaven, MA 61180",Christian,OBC,Non-Minority,Hosteller,Sports,International,B.E,Mechanical Engineering,2024,A,A+,A,B+,O,B,A,A+
Kevin Jones,bradalvarez@hotmail.com,2006-10-24,Male,2463027363,"2028 Ramirez Inlet, North Erinfurt, NY 47438",Sikh,SC,Non-Minority,Day Scholar,Government,Domestic,B.Tech,Artificial Intelligence,2024,A,B+,A,C,A,B,A,
Joseph Harris,carrdeborah@gmail.com,2006-12-18,Male,8363167401,"898 Wright Grove, Lake David, RI 41432",Muslim,SC,Non-Minority,Day Scholar,Government,International,B.E,Fashion Technology,2022,,,A,C,C,B+,A,
Alexis Phillips,kristinrogers@watson.com,2002-12-29,Female,6905435648,"79549 Cox Flats Suite 635, Petersonside, MT 73397",Muslim,OBC,Minority,Hosteller,Sports,International,B.E,Fashion Technology,2023,,A+,A+,B+,B,A+,A,A+
Joshua Callahan,barneschristina@lane.com,2008-04-11,Male,1183899408,"45177 Mary Alley, South William, MD 39790",Hindu,SC,Minority,Hosteller,Sports,International,B.E,Fashion Technology,2020,,A+,,O,B,O,,O
Yolanda Shaffer,ojohnson@yahoo.com,2000-05-20,Male,9586742053,"3913 Richard Forge, Brownmouth, AL 27861",Sikh,OBC,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Information Science and Engineering,2020,B,C,B+,,,O,A,B+
Justin Wilson,langemily@yahoo.com,2003-08-16,Female,1385597035,"856 Kenneth Pines, Danielton, SD 78648",Hindu,OBC,Non-Minority,Day Scholar,Management,International,B.Tech,Fashion Technology,2022,,C,B+,B,B+,A,A,A
Virginia Chavez,kevinmayo@scott.biz,2002-03-03,Male,7006220166,"98519 Marie Landing, Jaymouth, TN 20571",Christian,ST,Minority,Hosteller,Sports,International,B.E,Information Science and Engineering,2022,,B,A,B+,C,A,A,O
William Strickland,mark21@hotmail.com,2007-08-12,Male,6776678408,"061 John Crossroad, Lake Kayla, RI 53516",Hindu,SC,Minority,Day Scholar,Sports,International,B.E,Electrical Engineering,2021,A+,C,B,B+,B+,A,,A+
Mary Castro,uwright@watts.com,2001-05-28,Male,2313074663,"USNS Velasquez, FPO AE 98688",Jain,ST,Non-Minority,Hosteller,Government,Domestic,B.Tech,AIML,2022,B+,A,A,B+,A,B+,O,B+
Elizabeth Graves,timothy83@oneill-ortiz.org,2005-05-17,Female,5462342233,"0985 Julian Expressway, New Traciland, GA 68532",Christian,BC,Non-Minority,Day Scholar,Government,Domestic,B.Tech,Mechanical Engineering,2022,C,B,O,B+,O,A+,A,B
Terry Patton,rolson@alexander-archer.org,2006-04-02,Male,3717971437,"5905 Huffman Overpass, Justinberg, IN 37370",Muslim,SC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Information Technology,2021,A+,C,,B,A+,A+,O,O
Kimberly Cummings,arthurmarsh@hill.info,2006-01-10,Female,4242160154,"8214 Cook Drive, North Lauren, AL 09776",Christian,SC,Minority,Hosteller,Management,International,B.E,Fashion Technology,2022,B,,A,A+,O,C,B,
Patricia Cline,allenescobar@yahoo.com,2003-11-14,Female,3934615027,"Unit 0397 Box 0335, DPO AP 20870",Muslim,MBC,Minority,Hosteller,Management,Domestic,B.E,Computer Science,2023,B+,A+,B+,B,C,O,,
Jeffery Moore,tonya55@cooper.com,2000-05-15,Female,3237296632,"819 Parker Loaf, Christinaport, CO 26214",Jain,ST,Minority,Day Scholar,Management,Domestic,B.E,Food Technology,2024,B+,A,B,A,,B+,A+,B+
Jennifer Rice,wolfpatricia@gomez.org,2004-08-25,Female,4659375609,"86492 Wilkins Viaduct, North Edgarmouth, FL 32925",Hindu,OBC,Minority,Hosteller,7.5 Reservation,Domestic,B.E,Mechanical Engineering,2020,C,A+,A,O,C,A,C,A+
Samantha Church,osampson@boyd.com,2001-06-09,Female,6826990179,"0313 Danny Road Suite 842, Port Carlmouth, MO 22875",Christian,ST,Minority,Day Scholar,Sports,International,B.E,Information Technology,2024,,,O,A,A+,A,,B+
Yvonne Conley,wolfsteven@jackson.com,2007-02-16,Female,8098615190,"370 Bryan Rapid, New Charlesside, VT 57928",Christian,OBC,Minority,Day Scholar,Sports,International,B.E,Food Technology,2020,B,,A+,A,O,B+,A+,B+
Alicia Watkins,jasonsims@wilson.com,2002-05-26,Female,2581158082,"69222 Lauren Cove, West Carmenfurt, AZ 73944",Hindu,SC,Minority,Day Scholar,Management,Domestic,B.E,AIML,2020,B+,A+,,O,B+,A+,A+,C
Jenny Richmond,richardsdonald@aguilar-huff.com,2001-12-14,Male,4873800232,"229 Schneider Expressway, Port Richardview, MD 59142",Hindu,OBC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Mechanical Engineering,2024,A,A+,B,A,A,B,B+,B+
Alicia Lloyd,joanne24@hotmail.com,2002-07-14,Male,2174029642,"09169 Jessica Valleys, Craigtown, HI 66854",Christian,BC,Minority,Hosteller,Sports,International,B.Tech,Food Technology,2021,,A+,O,A+,,B+,,B+
Gordon Cantrell,terrykenneth@yahoo.com,2006-11-25,Male,6879038178,"020 Kendra Glen, Coxbury, NY 16421",Sikh,BC,Non-Minority,Hosteller,Management,Domestic,B.Tech,AIML,2020,C,C,,O,A+,,A,A+
Larry Quinn,washingtonedward@chapman.biz,2006-03-24,Female,5193074803,"9868 Brian Mall, Brownview, UT 43548",Sikh,SC,Non-Minority,Hosteller,Management,Domestic,B.E,Food Technology,2021,A,A+,A+,,C,A,A+,O
Dawn Sims,jeffrey14@gmail.com,2008-02-27,Female,3522264298,"775 Jennifer Village Suite 797, East James, MS 65429",Jain,BC,Minority,Hosteller,Government,Domestic,B.Tech,Biotechnology,2022,C,A+,A,B+,B+,C,B+,B+
Mitchell Brown,kjohnson@wood.com,2003-12-05,Female,0853688492,"1274 Tracy Harbor Suite 553, South Williamview, MD 07805",Sikh,MBC,Minority,Hosteller,Management,Domestic,B.Tech,AIML,2020,B,,,C,,B+,,B
Matthew Graham,wendysmith@bryan.biz,2005-02-14,Female,3928782725,"1682 Craig Terrace Apt. 596, Russellland, IN 09623",Hindu,ST,Non-Minority,Hosteller,Sports,International,B.E,Food Technology,2021,C,A+,B,B+,A+,B,A+,A
Thomas Garcia,zrobertson@hotmail.com,2005-01-08,Female,0539258145,"6055 Rivera Shores Apt. 249, Jorgeburgh, VT 82053",Christian,BC,Non-Minority,Hosteller,Sports,International,B.Tech,Artificial Intelligence,2021,A+,A,C,A+,B,A+,B,B
Harold Johnson MD,kayla69@yahoo.com,2001-11-12,Male,0033954915,"3110 Carpenter Landing Apt. 104, Saunderstown, WA 70771",Sikh,BC,Non-Minority,Day Scholar,Government,Domestic,B.Tech,Food Technology,2021,B,C,A+,B,A+,B,O,A
Jacob Garcia,sandradavenport@yahoo.com,2002-06-22,Male,4200745741,"15713 Lisa River, East Jason, MI 96299",Hindu,SC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Food Technology,2021,B,B,,O,B,B,A+,A
Sherry Jennings,lawrence77@yahoo.com,1999-10-10,Male,7771227888,"5095 Carter Inlet, Hatfieldport, WY 38675",Christian,OBC,Minority,Day Scholar,Sports,International,B.Tech,Mechanical Engineering,2023,C,B+,C,A+,A,B,B+,A
Kayla Thompson,scruz@lee-willis.com,2001-02-04,Male,0686046708,"454 Kara Well, Kerrville, OH 25941",Muslim,SC,Non-Minority,Hosteller,Government,International,B.Tech,Mechanical Engineering,2020,A,O,A+,A+,A,B,C,B+
Jennifer Hodge,jaredreynolds@lindsey.com,2004-01-20,Male,7399995589,"21819 Travis Square Apt. 603, Johnbury, WI 44306",Muslim,OBC,Non-Minority,Hosteller,Management,International,B.E,AIML,2020,B+,O,,B,B,O,C,B
David Nolan,nrojas@gregory-payne.com,2007-12-29,Female,6389083216,"0255 Lauren Junctions, Lake Jack, NJ 83122",Muslim,MBC,Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Mechanical Engineering,2023,A+,,B,C,C,O,B,B+
Tricia Bates,leah41@yahoo.com,2005-06-20,Male,5381552199,"4157 Olivia Fork Apt. 098, South Thomas, VA 24465",Hindu,ST,Non-Minority,Hosteller,Government,Domestic,B.Tech,AIML,2020,O,C,B,A+,B+,B,A,
Ashley Gordon,jfrazier@fisher-guerrero.com,2006-02-02,Female,5293998134,"8528 Paula Valleys, East Peter, TX 57930",Muslim,MBC,Non-Minority,Day Scholar,7.5 Reservation,International,B.Tech,AIML,2023,B,O,,C,,C,C,B
April Tucker,taylormelanie@jackson.com,2006-03-13,Female,1577215745,"3687 Reyes Fall Suite 138, Calhountown, MT 78940",Muslim,MBC,Non-Minority,Hosteller,Management,International,B.E,Electrical Engineering,2023,,O,A+,A,B+,,O,
Robin Gonzalez,anna80@simmons.com,2001-12-14,Male,4237097195,"0142 Jennifer Forges, Kimberlyland, WY 79356",Jain,MBC,Non-Minority,Hosteller,7.5 Reservation,International,B.Tech,Biotechnology,2022,A,,O,A,,C,C,C
Sarah Martin,stevenlambert@gmail.com,2006-08-02,Male,7564820309,"5562 James Haven Suite 238, Brookechester, ID 29461",Jain,SC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Mechanical Engineering,2024,A+,O,A+,A+,B+,C,,B+
Nathan Crawford,gonzalezthomas@hotmail.com,2002-11-07,Female,4000751946,"78896 Sanchez Ramp, North Kenneth, DC 44723",Jain,ST,Minority,Day Scholar,Government,International,B.E,Food Technology,2023,B+,A+,A,A+,A,B+,B+,A
Kristen Burns,jordanschultz@gmail.com,2006-01-26,Male,9750145211,"8910 Jacob Passage Apt. 157, Calhounstad, CT 17321",Sikh,ST,Minority,Hosteller,Sports,Domestic,B.E,Computer Science,2023,O,C,,B,,,B+,C
Michelle Crosby,walkermelissa@wilson.com,2000-09-07,Male,7597312681,"398 Michelle Curve, Port Joseph, GA 77900",Sikh,SC,Non-Minority,Day Scholar,Government,Domestic,B.Tech,AIML,2024,B,A+,A+,O,A,A,,B
Christopher Cox,gonzalezdonna@hotmail.com,2000-02-05,Female,4467456922,"116 Thomas Ranch Suite 224, Marshallmouth, IN 20902",Sikh,OBC,Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,AIML,2023,B,A,O,A,O,,A+,A
Elijah Lawson PhD,williamthomas@sanchez.com,2003-04-04,Female,0611668394,"694 Austin Plains, West Alanfurt, MO 70874",Christian,SC,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Biotechnology,2023,,B+,C,A+,A+,A,B+,B+
Randall Smith,jennifer07@yahoo.com,2002-06-03,Female,5771078854,"47879 Frank Key Apt. 293, Hoffmanmouth, OH 24684",Jain,ST,Non-Minority,Day Scholar,Management,Domestic,B.Tech,Computer Science,2022,,A+,A,,A+,A,A+,A
David Wagner,kennedybrianna@harper-riddle.com,2002-11-09,Male,4542265793,"023 Christopher Garden Apt. 378, South Crystalville, CO 39524",Sikh,BC,Minority,Hosteller,Government,International,B.Tech,Electrical Engineering,2024,C,O,C,A,O,A+,C,
Michele Jones,michelle71@hotmail.com,2004-12-10,Male,0832084136,"USS Young, FPO AA 32537",Muslim,MBC,Non-Minority,Day Scholar,Government,Domestic,B.E,Biotechnology,2023,O,A,A,A,A+,B,O,
Jasmin Smith,evansmichael@collins.com,2002-10-18,Male,9730852146,"690 Anthony Union Apt. 828, Port Ashley, AZ 80685",Christian,MBC,Non-Minority,Day Scholar,Sports,Domestic,B.E,Fashion Technology,2021,B,A,A,B+,B+,B,,A
Sherry Fisher,danielcollins@hotmail.com,2004-09-27,Male,0861814550,"USNV Zhang, FPO AP 92904",Sikh,SC,Minority,Hosteller,Management,International,B.E,Food Technology,2021,A,O,B+,,B+,A+,C,O
James Rivera,johnsonjames@hotmail.com,2002-10-07,Female,9612976210,"000 Johnson Haven, Lewisberg, IN 10891",Christian,MBC,Non-Minority,Hosteller,Sports,International,B.E,Food Technology,2023,A,B+,B,A,A,,A,A
Traci Carter,wwilliams@waters-warren.com,2004-02-14,Male,9730554452,"2490 Oscar Garden Apt. 196, Marcusshire, WA 90600",Christian,ST,Minority,Hosteller,Government,Domestic,B.Tech,Electrical Engineering,2022,A,O,A+,C,A+,B+,B+,A+
Mark Walker,irivers@johnson.com,2007-04-06,Male,9239986597,"9235 Martinez Via, Fishertown, MI 95173",Jain,MBC,Non-Minority,Hosteller,Sports,International,B.E,Electrical Engineering,2024,B,A,,A+,A+,C,C,A+
Robert Mitchell,racheldonovan@burnett.com,2005-12-31,Female,3738037171,"76792 Amy Spurs, Laurenmouth, NJ 53665",Jain,OBC,Minority,Hosteller,Sports,Domestic,B.Tech,Artificial Intelligence,2024,B+,A+,,,A+,B+,,A+
